,city,timestamp,temperature,cloud_cover,cloud_cover_description,pressure,windspeed,precipitation,felt_temperature
0,Burbank,2018-01-01 08:53:00,9.0,33.0,Fair,991.75,9.0,0.0,8.0
1,Burbank,2018-01-01 09:53:00,9.0,33.0,Fair,992.08,0.0,0.0,9.0
2,Burbank,2018-01-01 10:53:00,9.0,21.0,Haze,992.08,0.0,0.0,9.0
3,Burbank,2018-01-01 11:53:00,9.0,29.0,Partly Cloudy,992.08,0.0,0.0,9.0
4,Burbank,2018-01-01 12:53:00,8.0,33.0,Fair,992.08,0.0,0.0,8.0
5,Burbank,2018-01-01 13:53:00,8.0,33.0,Fair,992.08,0.0,0.0,8.0
6,Burbank,2018-01-01 14:53:00,7.0,30.0,Partly Cloudy,992.08,0.0,0.0,7.0
7,Burbank,2018-01-01 15:53:00,8.0,34.0,Fair,992.41,0.0,0.0,8.0
8,Burbank,2018-01-01 16:53:00,12.0,34.0,Fair,993.39,0.0,0.0,12.0
9,Burbank,2018-01-01 17:53:00,16.0,34.0,Fair,994.05,0.0,0.0,16.0
10,Burbank,2018-01-01 18:53:00,19.0,34.0,Fair,993.72,0.0,0.0,19.0
11,Burbank,2018-01-01 19:53:00,21.0,34.0,Fair,992.41,7.0,0.0,21.0
12,Burbank,2018-01-01 20:53:00,22.0,34.0,Fair,991.09,0.0,0.0,22.0
13,Burbank,2018-01-01 21:53:00,23.0,34.0,Fair,990.1,6.0,0.0,23.0
14,Burbank,2018-01-01 22:53:00,23.0,34.0,Fair,990.43,7.0,0.0,23.0
15,Burbank,2018-01-01 23:53:00,21.0,28.0,Mostly Cloudy,990.76,6.0,0.0,21.0
16,Burbank,2018-01-02 00:53:00,19.0,26.0,Cloudy,990.76,6.0,0.0,19.0
17,Burbank,2018-01-02 01:53:00,17.0,27.0,Mostly Cloudy,991.42,13.0,0.0,17.0
18,Burbank,2018-01-02 02:53:00,15.0,29.0,Partly Cloudy,992.08,11.0,0.0,15.0
19,Burbank,2018-01-02 03:53:00,14.0,29.0,Partly Cloudy,992.08,0.0,0.0,14.0
20,Burbank,2018-01-02 04:53:00,14.0,21.0,Haze,992.08,0.0,0.0,14.0
21,Burbank,2018-01-02 05:53:00,13.0,21.0,Haze,992.73,0.0,0.0,13.0
22,Burbank,2018-01-02 06:53:00,12.0,21.0,Haze,992.73,0.0,0.0,12.0
23,Burbank,2018-01-02 07:53:00,12.0,21.0,Haze,992.73,6.0,0.0,12.0
24,Burbank,2018-01-02 08:53:00,12.0,33.0,Fair,992.73,0.0,0.0,12.0
25,Burbank,2018-01-02 09:53:00,12.0,33.0,Fair,992.73,0.0,0.0,12.0
26,Burbank,2018-01-02 10:53:00,12.0,33.0,Fair,992.41,0.0,0.0,12.0
27,Burbank,2018-01-02 11:53:00,12.0,33.0,Fair,992.41,0.0,0.0,12.0
28,Burbank,2018-01-02 12:53:00,12.0,33.0,Fair,992.73,0.0,0.0,12.0
29,Burbank,2018-01-02 13:53:00,13.0,26.0,Cloudy,992.73,0.0,0.0,13.0
30,Burbank,2018-01-02 14:53:00,12.0,26.0,Cloudy,993.06,0.0,0.0,12.0
31,Burbank,2018-01-02 15:53:00,12.0,34.0,Fair,992.41,9.0,0.0,12.0
32,Burbank,2018-01-02 16:53:00,13.0,21.0,Haze,993.06,7.0,0.0,13.0
33,Burbank,2018-01-02 17:53:00,16.0,34.0,Fair,993.06,0.0,0.0,16.0
34,Burbank,2018-01-02 18:53:00,18.0,21.0,Haze,992.41,0.0,0.0,18.0
35,Burbank,2018-01-02 19:53:00,22.0,34.0,Fair,991.42,0.0,0.0,22.0
36,Burbank,2018-01-02 20:53:00,24.0,30.0,Partly Cloudy,990.1,6.0,0.0,24.0
37,Burbank,2018-01-02 21:53:00,27.0,30.0,Partly Cloudy,989.44,6.0,0.0,26.0
38,Burbank,2018-01-02 22:53:00,27.0,34.0,Fair,989.44,6.0,0.0,26.0
39,Burbank,2018-01-02 23:53:00,25.0,30.0,Partly Cloudy,989.44,6.0,0.0,25.0
40,Burbank,2018-01-03 00:53:00,23.0,26.0,Cloudy,989.44,0.0,0.0,23.0
41,Burbank,2018-01-03 01:53:00,20.0,27.0,Mostly Cloudy,989.44,0.0,0.0,20.0
42,Burbank,2018-01-03 02:53:00,21.0,26.0,Cloudy,989.77,6.0,0.0,21.0
43,Burbank,2018-01-03 03:53:00,19.0,26.0,Cloudy,989.77,0.0,0.0,19.0
44,Burbank,2018-01-03 04:53:00,17.0,27.0,Mostly Cloudy,990.1,6.0,0.0,17.0
45,Burbank,2018-01-03 05:53:00,18.0,27.0,Mostly Cloudy,990.43,7.0,0.0,18.0
46,Burbank,2018-01-03 06:53:00,17.0,27.0,Mostly Cloudy,990.43,9.0,0.0,17.0
47,Burbank,2018-01-03 07:53:00,18.0,27.0,Mostly Cloudy,990.1,7.0,0.0,18.0
48,Burbank,2018-01-03 08:53:00,17.0,29.0,Partly Cloudy,989.77,0.0,0.0,17.0
49,Burbank,2018-01-03 09:53:00,15.0,33.0,Fair,990.1,0.0,0.0,15.0
50,Burbank,2018-01-03 10:53:00,14.0,33.0,Fair,989.77,0.0,0.0,14.0
51,Burbank,2018-01-03 11:53:00,13.0,29.0,Partly Cloudy,989.77,0.0,0.0,13.0
52,Burbank,2018-01-03 12:53:00,13.0,27.0,Mostly Cloudy,989.11,7.0,0.0,13.0
53,Burbank,2018-01-03 13:53:00,14.0,27.0,Mostly Cloudy,989.44,0.0,0.0,14.0
54,Burbank,2018-01-03 14:53:00,12.0,30.0,Partly Cloudy,989.77,0.0,0.0,12.0
55,Burbank,2018-01-03 15:53:00,13.0,28.0,Mostly Cloudy,990.1,0.0,0.0,13.0
56,Burbank,2018-01-03 16:53:00,17.0,26.0,Cloudy,990.76,0.0,0.0,17.0
57,Burbank,2018-01-03 17:53:00,18.0,28.0,Mostly Cloudy,990.76,0.0,0.0,18.0
58,Burbank,2018-01-03 18:53:00,19.0,26.0,Cloudy,991.09,0.0,0.0,19.0
59,Burbank,2018-01-03 19:53:00,22.0,26.0,Cloudy,989.44,0.0,0.0,22.0
60,Burbank,2018-01-03 20:53:00,22.0,26.0,Cloudy,988.78,6.0,0.0,22.0
61,Burbank,2018-01-03 21:53:00,23.0,34.0,Fair,988.45,0.0,0.0,23.0
62,Burbank,2018-01-03 22:53:00,23.0,26.0,Cloudy,988.13,6.0,0.0,23.0
63,Burbank,2018-01-03 23:53:00,22.0,28.0,Mostly Cloudy,988.45,6.0,0.0,22.0
64,Burbank,2018-01-04 00:53:00,22.0,26.0,Cloudy,988.78,9.0,0.0,22.0
65,Burbank,2018-01-04 01:53:00,19.0,26.0,Cloudy,989.11,,0.0,19.0
66,Burbank,2018-01-04 02:53:00,19.0,27.0,Mostly Cloudy,988.78,0.0,0.0,19.0
67,Burbank,2018-01-04 03:53:00,18.0,29.0,Partly Cloudy,989.44,0.0,0.0,18.0
68,Burbank,2018-01-04 04:53:00,17.0,29.0,Partly Cloudy,990.1,0.0,0.0,17.0
69,Burbank,2018-01-04 05:53:00,14.0,33.0,Fair,990.76,0.0,0.0,14.0
70,Burbank,2018-01-04 06:53:00,12.0,33.0,Fair,991.09,6.0,0.0,12.0
71,Burbank,2018-01-04 07:53:00,14.0,29.0,Partly Cloudy,990.76,6.0,0.0,14.0
72,Burbank,2018-01-04 08:53:00,13.0,29.0,Partly Cloudy,990.76,0.0,0.0,13.0
73,Burbank,2018-01-04 09:53:00,12.0,29.0,Partly Cloudy,990.76,0.0,0.0,12.0
74,Burbank,2018-01-04 10:53:00,12.0,26.0,Cloudy,991.09,6.0,0.0,12.0
75,Burbank,2018-01-04 11:53:00,12.0,26.0,Cloudy,990.76,0.0,0.0,12.0
76,Burbank,2018-01-04 12:53:00,12.0,29.0,Partly Cloudy,990.76,0.0,0.0,12.0
77,Burbank,2018-01-04 13:53:00,12.0,33.0,Fair,991.42,6.0,0.0,12.0
78,Burbank,2018-01-04 14:53:00,11.0,34.0,Fair,991.75,0.0,0.0,11.0
79,Burbank,2018-01-04 15:53:00,13.0,30.0,Partly Cloudy,992.08,6.0,0.0,13.0
80,Burbank,2018-01-04 16:53:00,16.0,26.0,Cloudy,993.06,0.0,0.0,16.0
81,Burbank,2018-01-04 17:53:00,18.0,28.0,Mostly Cloudy,993.39,0.0,0.0,18.0
82,Burbank,2018-01-04 18:53:00,21.0,34.0,Fair,993.39,7.0,0.0,21.0
83,Burbank,2018-01-04 19:53:00,22.0,30.0,Partly Cloudy,992.08,6.0,0.0,22.0
84,Burbank,2018-01-04 20:53:00,24.0,34.0,Fair,991.09,0.0,0.0,24.0
85,Burbank,2018-01-04 21:53:00,24.0,34.0,Fair,990.1,6.0,0.0,24.0
86,Burbank,2018-01-04 22:53:00,23.0,34.0,Fair,990.1,17.0,0.0,23.0
87,Burbank,2018-01-04 23:53:00,23.0,34.0,Fair,990.43,9.0,0.0,23.0
88,Burbank,2018-01-05 00:53:00,21.0,30.0,Partly Cloudy,990.76,7.0,0.0,21.0
89,Burbank,2018-01-05 01:53:00,20.0,33.0,Fair,991.42,6.0,0.0,20.0
90,Burbank,2018-01-05 02:53:00,19.0,33.0,Fair,991.09,0.0,0.0,19.0
91,Burbank,2018-01-05 03:53:00,18.0,33.0,Fair,992.08,0.0,0.0,18.0
92,Burbank,2018-01-05 04:53:00,16.0,29.0,Partly Cloudy,992.73,6.0,0.0,16.0
93,Burbank,2018-01-05 05:53:00,16.0,26.0,Cloudy,993.39,0.0,0.0,16.0
94,Burbank,2018-01-05 06:53:00,16.0,27.0,Mostly Cloudy,994.05,6.0,0.0,16.0
95,Burbank,2018-01-05 07:53:00,16.0,27.0,Mostly Cloudy,994.05,7.0,0.0,16.0
96,Burbank,2018-01-05 08:53:00,16.0,29.0,Partly Cloudy,993.72,7.0,0.0,16.0
97,Burbank,2018-01-05 09:53:00,15.0,33.0,Fair,993.39,6.0,0.0,15.0
98,Burbank,2018-01-05 10:53:00,13.0,29.0,Partly Cloudy,993.06,6.0,0.0,13.0
99,Burbank,2018-01-05 11:53:00,14.0,29.0,Partly Cloudy,992.73,0.0,0.0,14.0
100,Burbank,2018-01-05 12:53:00,12.0,29.0,Partly Cloudy,992.73,0.0,0.0,12.0
101,Burbank,2018-01-05 13:53:00,13.0,33.0,Fair,992.73,6.0,0.0,13.0
102,Burbank,2018-01-05 14:53:00,13.0,34.0,Fair,993.39,7.0,0.0,13.0
103,Burbank,2018-01-05 15:53:00,13.0,34.0,Fair,994.05,0.0,0.0,13.0
104,Burbank,2018-01-05 16:53:00,16.0,34.0,Fair,994.38,6.0,0.0,16.0
105,Burbank,2018-01-05 17:53:00,18.0,34.0,Fair,994.71,6.0,0.0,18.0
106,Burbank,2018-01-05 18:53:00,21.0,34.0,Fair,994.71,7.0,0.0,21.0
107,Burbank,2018-01-05 19:53:00,22.0,34.0,Fair,993.72,6.0,0.0,22.0
108,Burbank,2018-01-05 20:53:00,23.0,34.0,Fair,992.41,0.0,0.0,23.0
109,Burbank,2018-01-05 21:53:00,23.0,34.0,Fair,992.08,6.0,0.0,23.0
110,Burbank,2018-01-05 22:53:00,22.0,30.0,Partly Cloudy,991.75,15.0,0.0,22.0
111,Burbank,2018-01-05 23:53:00,21.0,28.0,Mostly Cloudy,992.08,11.0,0.0,21.0
112,Burbank,2018-01-06 00:53:00,19.0,26.0,Cloudy,992.73,7.0,0.0,19.0
113,Burbank,2018-01-06 01:53:00,19.0,26.0,Cloudy,993.06,7.0,0.0,19.0
114,Burbank,2018-01-06 02:53:00,18.0,26.0,Cloudy,992.73,7.0,0.0,18.0
115,Burbank,2018-01-06 03:53:00,18.0,33.0,Fair,993.06,0.0,0.0,18.0
116,Burbank,2018-01-06 04:53:00,17.0,33.0,Fair,993.72,0.0,0.0,17.0
117,Burbank,2018-01-06 05:53:00,17.0,26.0,Cloudy,994.05,6.0,0.0,17.0
118,Burbank,2018-01-06 06:53:00,16.0,27.0,Mostly Cloudy,993.06,6.0,0.0,16.0
119,Burbank,2018-01-06 07:53:00,16.0,26.0,Cloudy,992.73,6.0,0.0,16.0
120,Burbank,2018-01-06 08:53:00,16.0,26.0,Cloudy,991.75,6.0,0.0,16.0
121,Burbank,2018-01-06 09:53:00,16.0,26.0,Cloudy,992.08,6.0,0.0,16.0
122,Burbank,2018-01-06 10:53:00,16.0,26.0,Cloudy,992.08,0.0,0.0,16.0
123,Burbank,2018-01-06 11:53:00,14.0,27.0,Mostly Cloudy,991.09,7.0,0.0,14.0
124,Burbank,2018-01-06 12:53:00,14.0,33.0,Fair,991.42,0.0,0.0,14.0
125,Burbank,2018-01-06 13:53:00,14.0,26.0,Cloudy,991.75,11.0,0.0,14.0
126,Burbank,2018-01-06 14:53:00,15.0,26.0,Cloudy,992.41,9.0,0.0,15.0
127,Burbank,2018-01-06 15:53:00,16.0,26.0,Cloudy,992.41,6.0,0.0,16.0
128,Burbank,2018-01-06 16:53:00,16.0,26.0,Cloudy,992.41,0.0,0.0,16.0
129,Burbank,2018-01-06 17:53:00,17.0,28.0,Mostly Cloudy,993.06,6.0,0.0,17.0
130,Burbank,2018-01-06 18:53:00,19.0,28.0,Mostly Cloudy,993.06,6.0,0.0,19.0
131,Burbank,2018-01-06 19:53:00,21.0,30.0,Partly Cloudy,991.75,7.0,0.0,21.0
132,Burbank,2018-01-06 20:53:00,21.0,34.0,Fair,990.76,13.0,0.0,21.0
133,Burbank,2018-01-06 21:53:00,21.0,26.0,Cloudy,990.43,15.0,0.0,21.0
134,Burbank,2018-01-06 22:53:00,21.0,34.0,Fair,990.1,13.0,0.0,21.0
135,Burbank,2018-01-06 23:53:00,19.0,26.0,Cloudy,990.43,13.0,0.0,19.0
136,Burbank,2018-01-07 00:53:00,18.0,34.0,Fair,990.43,6.0,0.0,18.0
137,Burbank,2018-01-07 01:53:00,18.0,33.0,Fair,990.76,6.0,0.0,18.0
138,Burbank,2018-01-07 02:53:00,17.0,33.0,Fair,990.43,6.0,0.0,17.0
139,Burbank,2018-01-07 03:53:00,16.0,33.0,Fair,990.76,7.0,0.0,16.0
140,Burbank,2018-01-07 04:53:00,16.0,33.0,Fair,990.76,6.0,0.0,16.0
141,Burbank,2018-01-07 05:53:00,15.0,33.0,Fair,990.76,6.0,0.0,15.0
142,Burbank,2018-01-07 06:53:00,15.0,33.0,Fair,990.76,6.0,0.0,15.0
143,Burbank,2018-01-07 07:53:00,14.0,33.0,Fair,990.43,0.0,0.0,14.0
144,Burbank,2018-01-07 08:53:00,14.0,33.0,Fair,990.1,6.0,0.0,14.0
145,Burbank,2018-01-07 09:53:00,14.0,29.0,Partly Cloudy,990.1,0.0,0.0,14.0
146,Burbank,2018-01-07 10:53:00,13.0,33.0,Fair,990.43,6.0,0.0,13.0
147,Burbank,2018-01-07 11:53:00,12.0,33.0,Fair,990.1,9.0,0.0,12.0
148,Burbank,2018-01-07 12:53:00,12.0,29.0,Partly Cloudy,990.1,0.0,0.0,12.0
149,Burbank,2018-01-07 13:53:00,11.0,33.0,Fair,990.43,0.0,0.0,11.0
150,Burbank,2018-01-07 14:36:00,11.0,20.0,Fog,990.43,6.0,0.0,11.0
151,Burbank,2018-01-07 14:41:00,11.0,20.0,Fog,990.76,6.0,0.0,11.0
152,Burbank,2018-01-07 14:53:00,11.0,20.0,Fog,990.76,0.0,0.0,11.0
153,Burbank,2018-01-07 15:30:00,11.0,20.0,Fog,991.09,0.0,0.0,11.0
154,Burbank,2018-01-07 15:53:00,11.0,20.0,Fog,991.09,6.0,0.0,11.0
155,Burbank,2018-01-07 16:24:00,11.0,20.0,Fog,991.42,0.0,0.0,11.0
156,Burbank,2018-01-07 16:41:00,11.0,20.0,Fog,991.42,6.0,0.0,11.0
157,Burbank,2018-01-07 16:53:00,11.0,20.0,Fog,991.42,0.0,0.0,11.0
158,Burbank,2018-01-07 17:10:00,12.0,20.0,Fog,991.42,0.0,0.0,12.0
159,Burbank,2018-01-07 17:14:00,12.0,20.0,Fog,991.42,0.0,0.0,12.0
160,Burbank,2018-01-07 17:25:00,12.0,34.0,Fair,991.42,6.0,0.0,12.0
161,Burbank,2018-01-07 17:53:00,15.0,34.0,Fair,991.75,7.0,0.0,15.0
162,Burbank,2018-01-07 18:53:00,18.0,34.0,Fair,991.09,0.0,0.0,18.0
163,Burbank,2018-01-07 19:53:00,20.0,34.0,Fair,990.1,0.0,0.0,20.0
164,Burbank,2018-01-07 20:53:00,22.0,34.0,Fair,989.11,7.0,0.0,22.0
165,Burbank,2018-01-07 21:53:00,23.0,34.0,Fair,988.13,9.0,0.0,23.0
166,Burbank,2018-01-07 22:53:00,24.0,34.0,Fair,987.8,0.0,0.0,24.0
167,Burbank,2018-01-07 23:53:00,23.0,34.0,Fair,987.47,11.0,0.0,23.0
168,Burbank,2018-01-08 00:53:00,21.0,34.0,Fair,987.8,9.0,0.0,21.0
169,Burbank,2018-01-08 01:53:00,19.0,33.0,Fair,988.13,7.0,0.0,19.0
170,Burbank,2018-01-08 02:53:00,19.0,21.0,Haze,988.13,0.0,0.0,19.0
171,Burbank,2018-01-08 03:53:00,19.0,26.0,Cloudy,988.45,0.0,0.0,19.0
172,Burbank,2018-01-08 04:53:00,19.0,26.0,Cloudy,988.13,9.0,0.0,19.0
173,Burbank,2018-01-08 05:53:00,18.0,21.0,Haze,988.13,0.0,0.0,18.0
174,Burbank,2018-01-08 06:53:00,17.0,21.0,Haze,988.13,6.0,0.0,17.0
175,Burbank,2018-01-08 07:53:00,18.0,26.0,Cloudy,987.47,0.0,0.0,18.0
176,Burbank,2018-01-08 08:53:00,17.0,26.0,Cloudy,987.47,6.0,0.0,17.0
177,Burbank,2018-01-08 09:53:00,17.0,26.0,Cloudy,987.14,6.0,0.0,17.0
178,Burbank,2018-01-08 10:53:00,17.0,26.0,Cloudy,986.48,7.0,0.0,17.0
179,Burbank,2018-01-08 11:53:00,17.0,26.0,Cloudy,985.82,0.0,0.0,17.0
180,Burbank,2018-01-08 12:53:00,16.0,11.0,Light Rain,986.15,7.0,0.0,16.0
181,Burbank,2018-01-08 13:53:00,16.0,26.0,Cloudy,986.81,7.0,0.0,16.0
182,Burbank,2018-01-08 14:53:00,16.0,26.0,Cloudy,986.81,9.0,0.25,16.0
183,Burbank,2018-01-08 15:53:00,16.0,26.0,Cloudy,986.48,0.0,0.0,16.0
184,Burbank,2018-01-08 16:53:00,16.0,26.0,Cloudy,986.81,9.0,0.0,16.0
185,Burbank,2018-01-08 17:53:00,17.0,26.0,Cloudy,986.81,9.0,0.0,17.0
186,Burbank,2018-01-08 18:53:00,18.0,26.0,Cloudy,985.82,6.0,0.0,18.0
187,Burbank,2018-01-08 19:53:00,18.0,26.0,Cloudy,984.83,7.0,0.0,18.0
188,Burbank,2018-01-08 20:34:00,18.0,12.0,Rain,984.5,7.0,0.25,18.0
189,Burbank,2018-01-08 20:53:00,17.0,11.0,Light Rain,984.5,0.0,1.02,17.0
190,Burbank,2018-01-08 21:53:00,17.0,11.0,Light Rain,984.5,19.0,0.76,17.0
191,Burbank,2018-01-08 22:53:00,16.0,11.0,Light Rain,984.5,9.0,1.52,16.0
192,Burbank,2018-01-08 23:53:00,16.0,11.0,Light Rain,984.17,19.0,1.78,16.0
193,Burbank,2018-01-09 00:53:00,15.0,12.0,Rain,983.84,17.0,4.57,15.0
194,Burbank,2018-01-09 01:32:00,15.0,11.0,Light Rain,983.84,11.0,0.76,15.0
195,Burbank,2018-01-09 01:53:00,15.0,11.0,Light Rain,983.84,20.0,1.02,15.0
196,Burbank,2018-01-09 02:36:00,15.0,26.0,Cloudy,983.19,17.0,0.0,15.0
197,Burbank,2018-01-09 02:53:00,16.0,27.0,Mostly Cloudy,983.19,19.0,0.0,16.0
198,Burbank,2018-01-09 03:53:00,16.0,26.0,Cloudy,982.53,20.0,0.0,16.0
199,Burbank,2018-01-09 04:53:00,16.0,11.0,Light Rain,981.87,15.0,0.0,16.0
200,Burbank,2018-01-09 05:53:00,17.0,26.0,Cloudy,981.87,15.0,0.0,17.0
201,Burbank,2018-01-09 06:53:00,17.0,26.0,Cloudy,981.54,19.0,0.0,17.0
202,Burbank,2018-01-09 07:53:00,16.0,11.0,Light Rain,980.55,20.0,1.02,16.0
203,Burbank,2018-01-09 08:31:00,16.0,40.0,Heavy Rain,980.22,31.0,1.27,16.0
204,Burbank,2018-01-09 08:51:00,14.0,11.0,Light Rain,980.22,22.0,3.3,14.0
205,Burbank,2018-01-09 08:53:00,14.0,11.0,Light Rain,980.22,26.0,3.3,14.0
206,Burbank,2018-01-09 09:01:00,14.0,12.0,Rain,980.22,28.0,0.51,14.0
207,Burbank,2018-01-09 09:06:00,14.0,40.0,Heavy Rain,980.22,24.0,1.52,14.0
208,Burbank,2018-01-09 09:21:00,14.0,12.0,Rain,979.89,22.0,2.29,14.0
209,Burbank,2018-01-09 09:45:00,14.0,11.0,Light Rain,979.56,26.0,2.54,14.0
210,Burbank,2018-01-09 09:53:00,14.0,40.0,Heavy Rain,979.24,19.0,3.3,14.0
211,Burbank,2018-01-09 10:53:00,15.0,11.0,Light Rain,977.59,28.0,1.02,15.0
212,Burbank,2018-01-09 11:07:00,14.0,11.0,Light Rain,976.93,28.0,0.25,14.0
213,Burbank,2018-01-09 11:53:00,14.0,11.0,Light Rain,976.27,30.0,0.51,14.0
214,Burbank,2018-01-09 12:29:00,14.0,12.0,Rain,975.61,31.0,1.27,14.0
215,Burbank,2018-01-09 12:43:00,14.0,40.0,Heavy Rain / Windy,975.28,37.0,3.05,14.0
216,Burbank,2018-01-09 12:53:00,14.0,11.0,Light Rain / Windy,974.95,33.0,3.3,14.0
217,Burbank,2018-01-09 13:02:00,14.0,11.0,Light Rain / Windy,974.63,33.0,0.0,14.0
218,Burbank,2018-01-09 13:16:00,14.0,11.0,Light Rain / Windy,974.63,37.0,0.0,14.0
219,Burbank,2018-01-09 13:53:00,13.0,40.0,Heavy Rain / Windy,975.61,43.0,3.81,13.0
220,Burbank,2018-01-09 14:02:00,12.0,12.0,Rain,976.27,20.0,2.79,12.0
221,Burbank,2018-01-09 14:53:00,12.0,11.0,Light Rain,978.25,7.0,6.35,12.0
222,Burbank,2018-01-09 15:53:00,12.0,26.0,Cloudy,978.91,9.0,1.02,12.0
223,Burbank,2018-01-09 16:41:00,12.0,11.0,Light Rain,979.89,13.0,0.25,12.0
224,Burbank,2018-01-09 16:53:00,11.0,11.0,Light Rain,980.22,9.0,0.51,11.0
225,Burbank,2018-01-09 16:56:00,11.0,11.0,Light Rain,980.55,13.0,0.0,11.0
226,Burbank,2018-01-09 16:58:00,11.0,11.0,Light Rain,980.22,17.0,0.0,11.0
227,Burbank,2018-01-09 17:49:00,12.0,11.0,Light Rain,980.88,19.0,0.51,12.0
228,Burbank,2018-01-09 17:53:00,12.0,11.0,Light Rain,980.88,22.0,0.51,12.0
229,Burbank,2018-01-09 18:53:00,12.0,40.0,Heavy Rain,980.55,19.0,4.57,12.0
230,Burbank,2018-01-09 19:53:00,13.0,11.0,Light Rain,979.56,15.0,1.27,13.0
231,Burbank,2018-01-09 20:23:00,13.0,11.0,Light Rain,979.56,24.0,1.27,13.0
232,Burbank,2018-01-09 20:51:00,12.0,4.0,T-Storm,978.58,15.0,2.79,12.0
233,Burbank,2018-01-09 20:53:00,12.0,4.0,T-Storm,978.58,20.0,2.79,12.0
234,Burbank,2018-01-09 21:14:00,12.0,12.0,Rain,977.92,20.0,1.78,12.0
235,Burbank,2018-01-09 21:53:00,12.0,12.0,Rain,977.92,24.0,4.32,12.0
236,Burbank,2018-01-09 22:30:00,12.0,40.0,Heavy Rain,977.92,15.0,5.08,12.0
237,Burbank,2018-01-09 22:53:00,12.0,40.0,Heavy Rain,977.92,11.0,8.64,12.0
238,Burbank,2018-01-09 23:09:00,12.0,12.0,Rain,978.25,11.0,1.02,12.0
239,Burbank,2018-01-09 23:51:00,12.0,11.0,Light Rain,978.25,13.0,1.78,12.0
240,Burbank,2018-01-09 23:53:00,12.0,11.0,Light Rain,978.25,13.0,1.78,12.0
241,Burbank,2018-01-10 00:53:00,12.0,28.0,Mostly Cloudy,979.24,9.0,0.25,12.0
242,Burbank,2018-01-10 01:44:00,12.0,27.0,Mostly Cloudy,979.89,7.0,0.0,12.0
243,Burbank,2018-01-10 01:53:00,12.0,26.0,Cloudy,979.89,6.0,0.0,12.0
244,Burbank,2018-01-10 02:53:00,12.0,27.0,Mostly Cloudy,980.22,0.0,0.0,12.0
245,Burbank,2018-01-10 03:53:00,11.0,33.0,Fair,981.21,9.0,0.0,11.0
246,Burbank,2018-01-10 04:53:00,10.0,33.0,Fair,982.53,0.0,0.0,10.0
247,Burbank,2018-01-10 05:53:00,11.0,29.0,Partly Cloudy,983.19,0.0,0.0,11.0
248,Burbank,2018-01-10 06:53:00,9.0,33.0,Fair,983.19,0.0,0.0,9.0
249,Burbank,2018-01-10 07:53:00,9.0,33.0,Fair,984.17,0.0,0.0,9.0
250,Burbank,2018-01-10 08:53:00,9.0,33.0,Fair,984.5,6.0,0.0,9.0
251,Burbank,2018-01-10 09:53:00,8.0,33.0,Fair,985.16,0.0,0.0,8.0
252,Burbank,2018-01-10 10:53:00,8.0,33.0,Fair,985.49,11.0,0.0,6.0
253,Burbank,2018-01-10 11:53:00,8.0,33.0,Fair,985.49,0.0,0.0,8.0
254,Burbank,2018-01-10 12:53:00,7.0,33.0,Fair,986.15,7.0,0.0,6.0
255,Burbank,2018-01-10 13:53:00,8.0,29.0,Partly Cloudy,987.14,9.0,0.0,6.0
256,Burbank,2018-01-10 14:53:00,7.0,34.0,Fair,987.47,0.0,0.0,7.0
257,Burbank,2018-01-10 15:53:00,8.0,34.0,Fair,988.45,7.0,0.0,6.0
258,Burbank,2018-01-10 16:53:00,11.0,34.0,Fair,989.44,6.0,0.0,11.0
259,Burbank,2018-01-10 17:53:00,12.0,34.0,Fair,990.43,7.0,0.0,12.0
260,Burbank,2018-01-10 18:53:00,14.0,34.0,Fair,990.1,7.0,0.0,14.0
261,Burbank,2018-01-10 19:53:00,16.0,34.0,Fair,989.44,0.0,0.0,16.0
262,Burbank,2018-01-10 20:53:00,17.0,34.0,Fair,988.45,6.0,0.0,17.0
263,Burbank,2018-01-10 21:53:00,17.0,34.0,Fair,988.13,7.0,0.0,17.0
264,Burbank,2018-01-10 22:53:00,18.0,34.0,Fair,988.13,9.0,0.0,18.0
265,Burbank,2018-01-10 23:53:00,17.0,34.0,Fair,988.45,15.0,0.0,17.0
266,Burbank,2018-01-11 00:53:00,17.0,26.0,Cloudy,989.11,13.0,0.0,17.0
267,Burbank,2018-01-11 01:53:00,16.0,33.0,Fair,989.77,20.0,0.0,16.0
268,Burbank,2018-01-11 02:53:00,14.0,29.0,Partly Cloudy,990.1,11.0,0.0,14.0
269,Burbank,2018-01-11 03:53:00,13.0,33.0,Fair,990.76,7.0,0.0,13.0
270,Burbank,2018-01-11 04:53:00,13.0,33.0,Fair,991.42,15.0,0.0,13.0
271,Burbank,2018-01-11 05:53:00,12.0,33.0,Fair,991.75,6.0,0.0,12.0
272,Burbank,2018-01-11 06:53:00,12.0,33.0,Fair,991.75,0.0,0.0,12.0
273,Burbank,2018-01-11 07:53:00,10.0,33.0,Fair,991.75,7.0,0.0,10.0
274,Burbank,2018-01-11 08:53:00,10.0,33.0,Fair,992.08,0.0,0.0,10.0
275,Burbank,2018-01-11 09:53:00,9.0,33.0,Fair,992.41,7.0,0.0,8.0
276,Burbank,2018-01-11 10:53:00,9.0,33.0,Fair,992.08,0.0,0.0,9.0
277,Burbank,2018-01-11 11:53:00,8.0,33.0,Fair,992.08,0.0,0.0,8.0
278,Burbank,2018-01-11 12:53:00,8.0,33.0,Fair,992.73,6.0,0.0,8.0
